,TPR,group_value,group_variable,k,model_id,parameter,TNR,FOmR,FDR,FPR,FNR,NPV,Precision,PP,PN,PPR,PPrev,FP,FN,TN,TP,group_label_neg,group_label_pos,group_size,total_entities,Prev,PPR_disparity,PPR_ref_group_value,PPrev_disparity,PPrev_ref_group_value,FDR_disparity,FDR_ref_group_value,FOmR_disparity,FOmR_ref_group_value,FPR_disparity,FPR_ref_group_value,FNR_disparity,FNR_ref_group_value
49,1.0,11th,education,9769,1,1.0_pct,0.0,0.0,0.9560117302052786,1.0,0.0,0.0,0.04398826979472141,341,0,0.034906336370150476,1.0,326,0,0,15,326,15,341,9769,0.04398826979472141,21.3125,Preschool,1.0,10th,3.514749008107642,Doctorate,1.0,10th,1.0,10th,1.0,10th
50,1.0,12th,education,9769,1,1.0_pct,0.0,0.0,0.9310344827586207,1.0,0.0,0.0,0.06896551724137931,116,0,0.011874296243218344,1.0,108,0,0,8,108,8,116,9769,0.06896551724137931,7.25,Preschool,1.0,10th,3.4229208924949286,Doctorate,1.0,10th,1.0,10th,1.0,10th
51,1.0,1st-4th,education,9769,1,1.0_pct,0.0,0.0,0.9555555555555556,1.0,0.0,0.0,0.044444444444444446,45,0,0.004606408025386427,1.0,43,0,0,2,43,2,45,9769,0.044444444444444446,2.8125,Preschool,1.0,10th,3.5130718954248366,Doctorate,1.0,10th,1.0,10th,1.0,10th
52,1.0,5th-6th,education,9769,1,1.0_pct,0.0,0.0,0.9493670886075949,1.0,0.0,0.0,0.05063291139240506,79,0,0.008086805200122837,1.0,75,0,0,4,75,4,79,9769,0.05063291139240506,4.9375,Preschool,1.0,10th,3.4903201787043927,Doctorate,1.0,10th,1.0,10th,1.0,10th
53,1.0,7th-8th,education,9769,1,1.0_pct,0.0,0.0,0.9617486338797814,1.0,0.0,0.0,0.03825136612021858,183,0,0.0187327259699048,1.0,176,0,0,7,176,7,183,9769,0.03825136612021858,11.4375,Preschool,1.0,10th,3.5358405657344902,Doctorate,1.0,10th,1.0,10th,1.0,10th
54,1.0,9th,education,9769,1,1.0_pct,0.0,0.0,0.9470198675496688,1.0,0.0,0.0,0.052980132450331126,151,0,0.01545705804074112,1.0,143,0,0,8,143,8,151,9769,0.052980132450331126,9.4375,Preschool,1.0,10th,3.481690689520841,Doctorate,1.0,10th,1.0,10th,1.0,10th
55,1.0,Assoc-acdm,education,9769,1,1.0_pct,0.0,0.0,0.7128712871287128,1.0,0.0,0.0,0.2871287128712871,303,0,0.031016480704268604,1.0,216,0,0,87,216,87,303,9769,0.2871287128712871,18.9375,Preschool,1.0,10th,2.62085032032615,Doctorate,1.0,10th,1.0,10th,1.0,10th
56,1.0,Assoc-voc,education,9769,1,1.0_pct,0.0,0.0,0.7044334975369458,1.0,0.0,0.0,0.2955665024630542,406,0,0.04156003685126421,1.0,286,0,0,120,286,120,406,9769,0.2955665024630542,25.375,Preschool,1.0,10th,2.5898290350623006,Doctorate,1.0,10th,1.0,10th,1.0,10th
57,1.0,Bachelors,education,9769,1,1.0_pct,0.0,0.0,0.5925245098039216,1.0,0.0,0.0,0.4074754901960784,1632,0,0.16705906438734774,1.0,967,0,0,665,967,665,1632,9769,0.4074754901960784,102.0,Preschool,1.0,10th,2.1783989331026525,Doctorate,1.0,10th,1.0,10th,1.0,10th
58,1.0,Doctorate,education,9769,1,1.0_pct,0.0,0.0,0.272,1.0,0.0,0.0,0.728,125,0,0.012795577848295629,1.0,34,0,0,91,34,91,125,9769,0.728,7.812499999999999,Preschool,1.0,10th,1.0,Doctorate,1.0,10th,1.0,10th,1.0,10th
